ref;Circuit name;sub_1_short;sub_2_short;Voltage level (kV);I_max_Summer;I_max_Interseason_1;I_max_Interseason_2;I_max_Winter;Resistance R (Ω);Reactance X (Ω);Capacity (nF);Half-Susceptance Hd/2 (μS);Length (m);
HOUDRL71VINCE;LIT 400kV N0 1 HOUDREVILLE - VINCEY;HOUDR;VINCE;400;2366;2596;2596;2778;0,818;8,953;324,111;50,911;28055;
ISSELL71VERFE;LIT 400kV N0 1 ISSEL - VERFEIL;ISSEL;VERFE;400;2170;2400;2400;2574;1,167;11,809;470,309;73,876;38884;
JONQUL71TAVEL;LIT 400kV N0 1 JONQUIERES - TAVEL;JONQU;TAVEL;400;2200;2300;2300;2400;0,656;7,267;321,550;50,509;25040;
GAUDIL71RUEYR;LIT 400kV N0 1 LA GAUDIERE - RUEYRES;GAUDI;RUEYR;400;3150;3392;3392;3590;5,160;58,181;1935,148;303,972;96657;
GAUDIL71TAMAR;LIT 400kV N0 1 LA GAUDIERE - TAMAREAU;GAUDI;TAMAR;400;2200;2300;2300;2400;2,036;29,623;1172,752;184,215;59184;
LATENL71VLEVA;LIT 400kV N0 1 LATENA - VILLEVAUDE;LATEN;VLEVA;400;3465;3622;3622;3780;3,063;31,059;1223,894;192,249;82000;
LAUNAL71TAUTE;LIT 400kV N0 1 LAUNAY - TAUTE;LAUNA;TAUTE;400;3465;3622;3622;3780;1,641;21,580;1140,537;179,155;82000;
LESQUL71VERFE;LIT 400kV N0 1 LESQUIVE - VERFEIL;LESQU;VERFE;400;3465;3622;3622;3780;0,805;10,592;558,279;87,694;47228;
LIMEUL71PENL5;LIT 400kV N0 1 LIMEUX - PENLY (POSTE EVACUATION);LIMEU;PENL5;400;2196;2400;2400;2596;0,708;12,090;670,638;105,344;30365;
LOGELL71MUHLB;LIT 400kV N0 1 LOGELBACH - MUHLBACH;LOGEL;MUHLB;400;2196;2400;2400;2596;0,910;9,249;361,942;56,854;10823;
LONNYL71MAZUR;LIT 400kV N0 1 LONNY - MAZURES;LONNY;MAZUR;400;3465;3622;3622;3780;0,325;3,360;127,699;20,059;10770;
LONNYL71SEUIL;LIT 400kV N0 1 LONNY - SEUIL;LONNY;SEUIL;400;3639;3894;3894;4149;0,711;11,811;651,241;102,297;75667;
LONNYL71VESLE;LIT 400kV N0 1 LONNY - VESLE;LONNY;VESLE;400;3465;3622;3622;3780;1,193;20,013;1106,370;173,788;118313;
LONNYL71MOULA;LIT 400kV N0 1 LONNY-MOULAINE;LONNY;MOULA;400;3639;3894;3894;4149;2,260;29,700;1563,756;245,634;43688;
MAMBEL71SIERE;LIT 400kV N0 1 MAMBELIN - SIERENTZ;MAMBE;SIERE;400;3465;3622;3622;3780;2,350;24,592;843,187;132,447;28604;
MANDAL71WARAN;LIT 400kV N0 1 MANDARINS - WARANDE;MANDA;WARAN;400;3294;3622;3622;3780;0,572;7,547;395,767;62,167;33049;
MARL6L71SCHEE;LIT 400kV N0 1 MARLENHEIM - SCHEER;MARL6;SCHEE;400;3465;3622;3622;3780;0,663;8,703;458,869;72,079;33048;
MARL6L71VIGY;LIT 400kV N0 1 MARLENHEIM-VIGY;MARL6;1VIGY;400;1838;2036;2036;2140;2,678;36,336;1887,813;296,537;86085;
MARMAL71TABAR;LIT 400kV N0 1 MARMAGNE - TABARDERIE;MARMA;TABAR;400;1410;1890;1890;2114;3,753;29,361;926,748;145,573;90623;
MQIS L71SAUCA;LIT 400kV N0 1 MARQUIS (LE) - SAUCATS;MQIS;SAUCA;400;1677;1875;1875;2100;1,595;17,587;572,668;89,955;6805;
MENUEL71TAUTE;LIT 400kV N0 1 MENUEL - TAUTE;MENUE;TAUTE;400;2662;2878;2878;2996;0,720;9,468;500,400;78,603;14300;
MENUEL71TOLLE;LIT 400kV N0 1 MENUEL - TOLLEVAST;MENUE;TOLLE;400;3465;3622;3622;3780;0,428;4,356;170,175;26,731;36000;
M.SEIL71VESLE;LIT 400kV N0 1 MERY-SUR-SEINE - VESLE;M.SEI;VESLE;400;2600;2700;2700;2800;2,504;26,819;896,669;140,848;42230;
M.SEIL71VIELM;LIT 400kV N0 1 MERY-SUR-SEINE - VIELMOULIN;M.SEI;VIELM;400;2600;2700;2700;2800;3,149;45,724;1813,631;284,885;42210;
MEZE5L71TILL5;LIT 400kV N0 1 MEZEROLLES - TILLEUL;MEZE5;TILL5;400;2200;2300;2300;2400;2,123;21,523;848,851;133,337;17274;
MEZE5L71YVE.O;LIT 400kV N0 1 MEZEROLLES-YVELINES-OUEST;MEZE5;YVE.O;400;2200;2300;2300;2400;0,518;5,251;207,288;32,561;70228;
MOLIEL71OUDON;LIT 400kV N0 1 MOLIERE - OUDON;MOLIE;OUDON;400;3465;3622;3622;3780;1,150;14,508;760,863;119,516;46857;
MOLIEL71QUINT;LIT 400kV N0 1 MOLIERE - QUINTES (LES);MOLIE;QUINT;400;3465;3622;3622;3780;0,984;12,421;651,059;102,268;14948;
MTEZ5L71RUEYR;LIT 400kV N0 1 MONTEZIC (POSTE EXTERIEUR) - RUEYRES;MTEZ5;RUEYR;400;;;;;0,163;2,758;62,039;9,745;0;
MORBRL71VLEVA;LIT 400kV N0 1 MORBRAS - VILLEVAUDE;MORBR;VLEVA;400;3465;3622;3622;3780;0,244;3,966;237,815;37,356;15228;
MOULAL71VIGY;LIT 400kV N0 1 MOULAINE - VIGY;MOULA;1VIGY;400;3465;3622;3622;3780;1,234;16,217;856,071;134,471;61622;
MUHLBL71SCHEE;LIT 400kV N0 1 MUHLBACH - SCHEER;MUHLB;SCHEE;400;;;;;1,590;17,975;685,477;107,675;0;
MUHLBL71VINCE;LIT 400kV N0 1 MUHLBACH - VINCEY;MUHLB;VINCE;400;2055;2277;2277;2458;3,195;36,108;1265,376;198,765;111227;
MUHLBL71SIERE;LIT 400kV N0 1 MUHLBACH-SIERENTZ;MUHLB;SIERE;400;2202;2426;2426;2598;0,959;10,713;368,412;57,870;32691;
NEOULL71REALT;LIT 400kV N0 1 NEOULES - REALTOR;NEOUL;REALT;400;2006;2192;2192;2336;2,160;20,427;816,860;128,312;68288;
NEOULL71TRANS;LIT 400kV N0 1 NEOULES - TRANS;NEOUL;TRANS;400;2128;2326;2326;2482;1,357;13,765;541,759;85,099;45205;
OUDONL71QUINT;LIT 400kV N0 1 OUDON - QUINTES (LES);OUDON;QUINT;400;3465;3622;3622;3780;2,128;26,892;1413,149;221,977;100927;
OUDONL71TAUTE;LIT 400kV N0 1 OUDON - TAUTE;OUDON;TAUTE;400;3900;4050;4050;4200;3,260;42,869;2265,701;355,896;163000;
PICOCL71VLERB;LIT 400kV N0 1 PICOCHERIE (LA) - VILLERBON;PICOC;VLERB;400;2232;2448;2448;2666;0,887;9,007;353,659;55,553;29576;
P.ORGL71TAVEL;LIT 400kV N0 1 PLAN-D ORGON - TAVEL;P.ORG;TAVEL;400;3192;3489;3489;3723;0,832;10,940;578,018;90,795;41812;
P.GASL71PENC5;LIT 400kV N0 1 PLESSIS-GASSOT - PENCHARD;P.GAS;PENC5;400;1988;2122;2122;2258;1,387;11,335;356,605;56,015;33225;
P.GASL71SAUS5;LIT 400kV N0 1 PLESSIS-GASSOT - SAUSSET;P.GAS;SAUS5;400;2300;2522;2522;2696;0,425;4,707;149,832;23,536;13828;
P.GASL71TERRI;LIT 400kV N0 1 PLESSIS-GASSOT - TERRIER;P.GAS;TERRI;400;2300;2522;2522;2696;0,805;9,079;346,061;54,359;29084;
P.ANDL71ZP.AN;LIT 400kV N0 1 PRAZ-ST-ANDRE - PIQUAGE A LA PRAZ-ST-ANDRE;P.AND;ZP.AN;400;1500;1705;1705;1800;0,003;0,058;2,268;0,356;170;
P.ANDL71S.BIS;LIT 400kV N0 1 PRAZ-ST-ANDRE - SUPER-BISSORTE;P.AND;S.BIS;400;1300;1300;1300;1300;0,036;0,220;90,203;14,169;998;
PRIONL71ZT.SU;LIT 400kV N0 1 PRIONNET - T.SUP / PRION - TAVEL;PRION;ZT.SU;400;3592;3886;3886;4094;0,010;0,187;7,882;1,238;635;
REALTL71TAVEL;LIT 400kV N0 1 REALTOR - TAVEL;REALT;TAVEL;400;2128;2326;2326;2482;2,735;27,716;1094,040;171,851;91947;
REMISL71TERRI;LIT 400kV N0 1 REMISE - TERRIER;REMIS;TERRI;400;3465;3622;3622;3780;0,576;7,565;397,585;62,452;28714;
REVIGL71VIGY;LIT 400kV N0 1 REVIGNY - VIGY;REVIG;1VIGY;400;2196;2422;2422;2596;3,893;41,123;1454,977;228,547;127788;
ROM  L71VALDI;LIT 400kV N0 1 ROM - VALDIVIENNE;ROM;VALDI;400;3465;3622;3622;3780;0,969;12,737;673,177;105,742;48872;
ROUGEL71TILL5;LIT 400kV N0 1 ROUGEMONTIER - TILLEUL;ROUGE;TILL5;400;2200;2300;2300;2400;1,192;12,086;476,309;74,818;41165;
ROUGEL71TOURB;LIT 400kV N0 1 ROUGEMONTIER - TOURBE;ROUGE;TOURB;400;3416;3622;3622;3780;1,749;25,373;1007,271;158,222;83230;
SAUS5L71VLEVA;LIT 400kV N0 1 SAUSSET - VILLEVAUDE;SAUS5;VLEVA;400;2200;2300;2300;2400;0,354;3,946;123,138;19,342;11483;
SEREIL71VIELM;LIT 400kV N0 1 SEREIN - VIELMOULIN;SEREI;VIELM;400;2138;2356;2356;2522;2,952;33,112;1011,050;158,815;95230;
SEREIL71VLECH;LIT 400kV N0 1 SEREIN - VILLECHETIVE;SEREI;VLECH;400;2138;2356;2356;2522;1,119;12,273;398,154;62,542;36396;
SEUILL71VESLE;LIT 400kV N0 1 SEUIL - VESLE;SEUIL;VESLE;400;4200;4200;4200;4200;0,491;8,348;463,645;72,829;33000;
SSAVOL71VIGY;LIT 400kV N0 1 ST-AVOLD - VIGY;SSAVO;1VIGY;400;1245;1245;1450;1450;0,677;8,928;523,467;82,226;280;
TAMARL71TAVEL;LIT 400kV N0 1 TAMAREAU - TAVEL;TAMAR;TAVEL;400;4400;4500;4500;4500;1,995;28,294;1069,920;168,063;91000;
TAUTEL71TERR6;LIT 400kV N0 1 TAUTE - TERRETTE;TAUTE;TERR6;400;3465;3622;3622;3780;0,280;3,682;194,600;30,568;13998;
TAVELL71ZT.SU;LIT 400kV N0 1 TAVEL - T.SUP / PRION - TAVEL;TAVEL;ZT.SU;400;3192;3489;3489;3723;2,465;32,883;1724,153;270,829;124816;
TAVELL71TRI.P;LIT 400kV N0 1 TAVEL - TRICASTIN-POSTE (LE);TAVEL;TRI.P;400;2212;2380;2380;2498;1,294;12,506;495,504;77,834;41959;
TERR6L71TOURB;LIT 400kV N0 1 TERRETTE - TOURBE;TERR6;TOURB;400;3416;3622;3622;3780;1,466;21,290;844,628;132,674;69804;
T.SUPL71ZT.SU;LIT 400kV N0 1 TORE SUPRA - T.SUP / PRION - TAVEL;T.SUP;ZT.SU;400;2200;2300;2300;2400;0,004;0,048;1,598;0,251;144;
VERGEL71VLERB;LIT 400kV N0 1 VERGER - VILLERBON;VERGE;VLERB;400;2200;2300;2300;2400;0,805;8,172;321,441;50,492;26844;
VLAROL71ZP.AN;LIT 400kV N0 1 VILLARODIN - PIQUAGE A LA PRAZ-ST-ANDRE;VLARO;ZP.AN;400;2585;2633;2633;2715;0,356;5,038;103,417;16,245;11475;
WARANL71WEPPE;LIT 400kV N0 1 WARANDE-WEPPES;WARAN;WEPPE;400;3078;3266;3266;3458;1,628;20,841;748,983;117,650;65573;
ALBERL72G.ILE;LIT 400kV N0 2 ALBERTVILLE - GRANDE-ILE;ALBER;G.ILE;400;3099;3441;3441;3741;0,740;11,298;538,840;84,641;40775;
ARGOEL72CHEVA;LIT 400kV N0 2 ARGOEUVES - CHEVALET;ARGOE;CHEVA;400;3465;3622;3622;3780;0,833;10,936;576,619;90,575;42230;
ARGOEL72TERRI;LIT 400kV N0 2 ARGOEUVES - TERRIER;ARGOE;TERRI;400;3465;3622;3622;3780;1,686;22,134;1166,290;183,200;84037;
ATTAQL72MANDA;LIT 400kV N0 2 ATTAQUES (LES) - MANDARINS;ATTAQ;MANDA;400;3465;3622;3622;3780;0,210;2,760;145,581;22,868;10484;
ATTAQL72WARAN;LIT 400kV N0 2 ATTAQUES (LES) - WARANDE;ATTAQ;WARAN;400;3465;3622;3622;3780;0,365;4,799;253,068;39,752;18296;
AVELIL72WARAN;LIT 400kV N0 2 AVELIN - WARANDE;AVELI;WARAN;400;3078;3266;3266;3458;2,172;27,866;1008,657;158,440;86764;
AVELIL72MASTA;LIT 400kV N0 2 AVELIN-MASTAING;AVELI;MASTA;400;3465;3622;3622;3780;0,681;8,954;473,239;74,336;34067;
AVOI5L72DISTR;LIT 400kV N0 2 AVOINE (POSTE 400 kV) - DISTRE;AVOI5;DISTR;400;3196;3488;3488;3582;0,511;6,624;260,190;40,871;21629;
AVOI5L72G.AVO;LIT 400kV N0 2 AVOINE (POSTE 400 kV) - GRILLE-AVOINE;AVOI5;G.AVO;400;1604;1604;1700;1700;0,010;0,159;21,412;3,363;447;
AVOI5L72LARCA;LIT 400kV N0 2 AVOINE (POSTE 400 kV) - LARCAY;AVOI5;LARCA;400;3465;3622;3622;3780;1,008;13,253;699,618;109,896;50360;
BAIXAL72GAUDI;LIT 400kV N0 2 BAIXAS - LA GAUDIERE;BAIXA;GAUDI;400;4400;4500;4500;4500;1,565;22,203;839,529;131,873;71263;
BARNAL72ROUGE;LIT 400kV N0 2 BARNABOS - ROUGEMONTIER;BARNA;ROUGE;400;3416;3622;3622;3780;1,057;15,342;608,186;95,534;50274;
BARNAL72TERRI;LIT 400kV N0 2 BARNABOS - TERRIER;BARNA;TERRI;400;3465;3622;3622;3780;2,137;28,109;1486,056;233,429;106841;
BARNAL72VAUPA;LIT 400kV N0 2 BARNABOS - VAUPALIERE (LA);BARNA;VAUPA;400;3465;3622;3622;3780;0,438;5,752;302,767;47,559;21813;
BARNAL72PENL5;LIT 400kV N0 2 BARNABOS-PENLY (POSTE EVACUATION);BARNA;PENL5;400;3465;3622;3622;3780;0,707;12,044;669,179;105,114;47082;
BARNAL72REMIS;LIT 400kV N0 2 BARNABOS-REMISE;BARNA;REMIS;400;3465;3622;3622;3780;1,711;22,484;1186,971;186,449;86145;
BAYETL72GREPI;LIT 400kV N0 2 BAYET - GREPILLES;BAYET;GREPI;400;2130;2374;2374;2576;2,123;21,520;849,209;133,394;70752;
BAYETL72MARMA;LIT 400kV N0 2 BAYET - MARMAGNE;BAYET;MARMA;400;2130;2300;2300;2400;3,710;37,594;1483,992;233,105;123205;
BAYETL72RULHA;LIT 400kV N0 2 BAYET - RULHAT;BAYET;RULHA;400;2600;2700;2700;2800;1,039;13,665;721,688;113,362;52395;
BAYETL72SSELO;LIT 400kV N0 2 BAYET-ST-ELOI;BAYET;SSELO;400;2800;3000;3000;3100;1,712;22,502;1187,834;186,585;85603;
B.MONL72CHAFF;LIT 400kV N0 2 BEAUMONT-MONTEUX - CHAFFARD (LE);B.MON;CHAFF;400;3465;3544;3544;3575;2,261;22,922;903,910;141,986;75994;
B.MONL72COULA;LIT 400kV N0 2 BEAUMONT-MONTEUX - COULANGE;B.MON;COULA;400;3465;3544;3544;3575;1,715;19,416;710,500;111,605;61247;
BEZAUL72HOUDR;LIT 400kV N0 2 BEZAUMONT - HOUDREVILLE;BEZAU;HOUDR;400;3465;3622;3622;3780;1,031;13,545;714,841;112,287;51462;
BEZAUL72VIGY;LIT 400kV N0 2 BEZAUMONT - VIGY;BEZAU;2VIGY;400;3294;3622;3622;3780;0,887;11,644;613,012;96,292;44179;
BIANCL72TRANS;LIT 400kV N0 2 BIANCON - TRANS;BIANC;TRANS;400;2128;2326;2326;2482;0,936;9,487;374,496;58,826;31212;
BOCTOL72M.SEI;LIT 400kV N0 2 BOCTOIS - MERY-SUR-SEINE;BOCTO;M.SEI;400;3465;3622;3622;3780;0,714;9,373;493,648;77,542;35572;
BOCTOL72MORBR;LIT 400kV N0 2 BOCTOIS - MORBRAS;BOCTO;MORBR;400;3465;3622;3622;3780;1,606;21,112;1114,893;175,127;77983;
BRAUDL72CUBNE;LIT 400kV N0 2 BRAUD - CUBNEZAIS;BRAUD;CUBNE;400;3072;3414;3414;3598;0,642;9,318;368,852;57,939;30529;
BRAUDL72PREGU;LIT 400kV N0 2 BRAUD - PREGUILLAC;BRAUD;PREGU;400;3072;3414;3414;3598;0,994;14,430;572,045;89,857;47366;
B.CARL72BIANC;LIT 400kV N0 2 BROC-CARROS (LE)-BIANCON;B.CAR;BIANC;400;2006;2192;2192;2336;1,665;15,592;623,881;97,999;51487;
CANTEL72SAUCA;LIT 400kV N0 2 CANTEGRIT - SAUCATS;CANTE;SAUCA;400;2690;2822;2822;2936;1,943;25,186;762,776;119,817;72590;
CAZARL72MARSI;LIT 400kV N0 2 CAZARIL - MARSILLON;CAZAR;MARSI;400;3316;3622;3622;3780;2,090;29,120;1481,576;232,725;101657;
CAZARL72VERFE;LIT 400kV N0 2 CAZARIL - VERFEIL;CAZAR;VERFE;400;3255;3600;3600;3780;2,412;32,015;1681,484;264,127;121341;
CERGYL72MEZE5;LIT 400kV N0 2 CERGY-MEZEROLLES;CERGY;MEZE5;400;2200;2300;2300;2400;0,990;10,227;383,808;60,288;32714;
CERGYL72TERRI;LIT 400kV N0 2 CERGY-TERRIER;CERGY;TERRI;400;2366;2596;2596;2778;0,879;9,253;327,768;51,486;28712;
CHAFFL72CPNIE;LIT 400kV N0 2 CHAFFARD (LE) - CHAMPAGNIER;CHAFF;CPNIE;400;2110;2246;2246;2382;2,248;27,612;942,551;148,056;84001;
CHAFFL72G.ILE;LIT 400kV N0 2 CHAFFARD (LE)-GRANDE-ILE;CHAFF;G.ILE;400;3465;3622;3622;3780;1,441;20,472;1023,765;160,813;76242;
CHAFFL72MIONS;LIT 400kV N0 2 CHAFFARD (LE)-MIONS;CHAFF;MIONS;400;2300;2450;2450;2600;0,288;3,687;186,778;29,339;13304;
CHAFFL72P.COR;LIT 400kV N0 2 CHAFFARD (LE)-PIVOZ-CORDIER;CHAFF;P.COR;400;3465;3622;3622;3780;1,293;14,857;543,100;85,310;47327;
CHAFFL72SSV.O;LIT 400kV N0 2 CHAFFARD (LE)-ST-VULBAS-OUEST;CHAFF;SSV.O;400;2300;2400;2400;2400;0,562;5,710;224,058;35,195;18722;
CHAINL72VERGE;LIT 400kV N0 2 CHAINGY-VERGER;CHAIN;VERGE;400;1332;1796;1796;2098;0,715;7,275;286,326;44,976;24011;
CPNIEL72VAUJA;LIT 400kV N0 2 CHAMPAGNIER-VAUJANY;CPNIE;VAUJA;400;1812;1988;1988;2124;0,667;9,290;372,472;58,508;26413;
CHAN5L72LARCA;LIT 400kV N0 2 CHANCEAUX - LARCAY;CHAN5;LARCA;400;3465;3622;3622;3780;0,445;5,839;307,524;48,306;22164;
CHAN5L72QUINT;LIT 400kV N0 2 CHANCEAUX-QUINTES (LES);CHAN5;QUINT;400;3465;3622;3622;3780;1,191;15,652;826,159;129,773;59426;
CHARPL72ECHAL;LIT 400kV N0 2 CHARPENAY-ECHALAS;CHARP;ECHAL;400;3465;3622;3622;3780;0,533;9,712;417,219;65,537;32882;
CHARPL72GREPI;LIT 400kV N0 2 CHARPENAY-GREPILLES;CHARP;GREPI;400;2168;2308;2308;2448;1,712;17,367;683,478;107,360;57036;
CHARPL72SSV.O;LIT 400kV N0 2 CHARPENAY-ST-VULBAS-OUEST;CHARP;SSV.O;400;2300;2450;2450;2600;1,711;17,374;683,411;107,350;56986;
CHESNL72CIROL;LIT 400kV N0 2 CHESNOY (LE)-CIROLLIERS;CHESN;CIROL;400;2366;2596;2596;2778;1,819;20,373;628,969;98,798;82187;
CHESNL72M.SEI;LIT 400kV N0 2 CHESNOY (LE)-MERY-SUR-SEINE;CHESN;M.SEI;400;2300;2400;2400;2600;2,468;25,046;985,823;154,853;47267;
CHESNL72MORBR;LIT 400kV N0 2 CHESNOY (LE)-MORBRAS;CHESN;MORBR;400;2814;3110;3110;3338;1,451;15,878;518,458;81,439;114626;
CHESNL72TABAR;LIT 400kV N0 2 CHESNOY (LE)-TABARDERIE;CHESN;TABAR;400;2814;3110;3110;3338;1,854;26,679;1079,532;169,573;115433;
CHEVAL72GAVRE;LIT 400kV N0 2 CHEVALET - GAVRELLE;CHEVA;GAVRE;400;2366;2596;2596;2778;0,598;7,859;414,346;65,085;83793;
CHEVAL72LATEN;LIT 400kV N0 2 CHEVALET - LATENA;CHEVA;LATEN;400;2570;2718;2718;2914;1,970;19,967;790,926;124,238;32379;
CHEVAL72WARAN;LIT 400kV N0 2 CHEVALET-WARANDE;CHEVA;WARAN;400;3465;3622;3622;3780;3,113;31,590;1246,175;195,749;53850;
CIROLL72GATI5;LIT 400kV N0 2 CIROLLIERS - GATINAIS;CIROL;GATI5;400;2300;2522;2522;2696;1,067;14,021;739,860;116,217;19807;
CIROLL72VLEJU;LIT 400kV N0 2 CIROLLIERS - VILLEJUST;CIROL;VLEJU;400;1812;1988;1988;2124;0,614;6,865;210,310;33,035;21904;
COR.PL72DISTR;LIT 400kV N0 2 CORDEMAIS-POSTE - DISTRE;COR.P;DISTR;400;2200;2300;2300;2400;4,521;45,811;1809,192;284,187;55162;
COR.PL72LOUIS;LIT 400kV N0 2 CORDEMAIS-POSTE - LOUISFERT (poste F);COR.P;LOUIS;400;2200;2300;2300;2400;1,666;16,878;667,653;104,875;238814;
COR.PL72MARTY;LIT 400kV N0 2 CORDEMAIS-POSTE - MARTYRE (LA);COR.P;MARTY;400;3456;3622;3622;3780;7,083;72,149;2867,118;450,366;41841;
COULAL72P.COR;LIT 400kV N0 2 COULANGE-PIVOZ-CORDIER;COULA;P.COR;400;2168;2308;2308;2448;2,706;27,369;1081,278;169,847;45546;
COULAL72TRI.P;LIT 400kV N0 2 COULANGE-TRICASTIN-POSTE (LE);COULA;TRI.P;400;2168;2308;2308;2448;1,404;13,770;546,793;85,890;45546;
CREYSL72GEN.P;LIT 400kV N0 2 CREYS-GENISSIAT-POSTE;CREYS;GEN.P;400;2946;3144;3144;3344;1,113;16,161;641,263;100,729;21051;
CREYSL72G.ILE;LIT 400kV N0 2 CREYS-GRANDE-ILE;CREYS;G.ILE;400;2600;2700;2700;2800;1,271;18,452;731,048;114,833;52924;
CREYSL72SSV.O;LIT 400kV N0 2 CREYS-ST-VULBAS-OUEST;CREYS;SSV.O;400;3150;3307;3307;3465;0,445;6,448;255,363;40,112;187570;
CUBNEL72DONZA;LIT 400kV N0 2 CUBNEZAIS-DONZAC;CUBNE;DONZA;400;2258;2400;2400;2600;3,716;48,855;2581,127;405,442;12719;
CUBNEL72MQIS;LIT 400kV N0 2 CUBNEZAIS-MARQUIS (LE);CUBNE;2MQIS;400;2374;2522;2522;2624;0,371;3,923;150,871;23,699;63062;
CUBNEL72SAUCA;LIT 400kV N0 2 CUBNEZAIS-SAUCATS;CUBNE;SAUCA;400;3465;3622;3622;3780;1,887;19,144;755,080;118,608;42309;
DAMBRL72GATI5;LIT 400kV N0 2 DAMBRON - GATINAIS;DAMBR;GATI5;400;2200;2300;2300;2400;0,848;11,136;587,339;92,259;55106;
DAMBRL72VLEJU;LIT 400kV N0 2 DAMBRON - VILLEJUST;DAMBR;VLEJU;400;2200;2300;2300;2400;2,138;21,707;852,697;133,941;59000;
DAMBRL72VERGE;LIT 400kV N0 2 DAMBRON-VERGER;DAMBR;VERGE;400;2366;2596;2596;2778;1,664;16,882;665,379;104,518;73751;
DISTRL72JUMEA;LIT 400kV N0 2 DISTRE - JUMEAUX (LES);DISTR;JUMEA;400;3465;3622;3622;3780;1,394;14,142;557,955;87,643;70591;
DOMLOL72LAUNA;LIT 400kV N0 2 DOMLOUP - LAUNAY;DOMLO;LAUNA;400;2494;2676;2676;2778;1,412;18,552;979,261;153,822;48525;
DOMLOL72LOUIS;LIT 400kV N0 2 DOMLOUP - LOUISFERT (poste F);DOMLO;LOUIS;400;3465;3622;3622;3780;1,469;14,910;585,913;92,035;43888;
DOMLOL72OUDON;LIT 400kV N0 2 DOMLOUP - OUDON;DOMLO;OUDON;400;3255;3600;3600;3780;0,950;12,008;629,248;98,842;49674;
DONZAL72VERFE;LIT 400kV N0 2 DONZAC-VERFEIL;DONZA;VERFE;400;3465;3622;3622;3780;1,797;23,746;1245,845;195,697;16746;
ECHALL72P.COR;LIT 400kV N0 2 ECHALAS-PIVOZ-CORDIER;ECHAL;P.COR;400;2170;2300;2300;2400;0,268;4,901;208,756;32,791;88692;
EGUZOL72VALDI;LIT 400kV N0 2 EGUZON-VALDIVIENNE;EGUZO;VALDI;400;1600;1772;1772;1904;1,517;19,973;1055,649;165,821;22401;
GATI5L72GAUGL;LIT 400kV N0 2 GATINAIS - GAUGLIN;GATI5;GAUGL;400;3465;3622;3622;3780;1,752;22,990;1212,315;190,430;44839;
GATI5L72TABAR;LIT 400kV N0 2 GATINAIS - TABARDERIE;GATI5;TABAR;400;2200;2300;2300;2400;0,899;11,804;622,710;97,815;59272;
GAUGLL72SSELO;LIT 400kV N0 2 GAUGLIN-ST-ELOI;GAUGL;SSELO;400;2200;2556;2556;2800;1,417;18,639;984,276;154,610;70839;
GEN.PL72VIELM;LIT 400kV N0 2 GENISSIAT-POSTE-VIELMOULIN;GEN.P;VIELM;400;1236;1236;1236;1236;3,537;51,373;2037,901;320,113;2342;
GRANZL72JUMEA;LIT 400kV N0 2 GRANZAY - JUMEAUX (LES);GRANZ;JUMEA;400;3072;3414;3414;3598;2,364;24,317;959,560;150,727;64873;
GRANZL72PREGU;LIT 400kV N0 2 GRANZAY - PREGUILLAC;GRANZ;PREGU;400;3465;3622;3622;3780;1,349;19,588;776,596;121,987;103445;
GRANZL72VALDI;LIT 400kV N0 2 GRANZAY - VALDIVIENNE;GRANZ;VALDI;400;2238;2382;2382;2526;2,069;27,226;1437,471;225,797;114700;
HAVR5L72ROUGE;LIT 400kV N0 2 HAVRE (LE) (POSTE) - ROUGEMONTIER;HAVR5;ROUGE;400;2104;2300;2300;2400;1,685;17,036;631,958;99,268;54154;
HOUDRL72M.SEI;LIT 400kV N0 2 HOUDREVILLE-MERY-SUR-SEINE;HOUDR;M.SEI;400;2170;2400;2400;2574;4,883;49,523;1953,442;306,846;38918;
ISSELL72VERFE;LIT 400kV N0 2 ISSEL - VERFEIL;ISSEL;VERFE;400;2462;2644;2644;2798;1,169;11,866;466,586;73,291;25681;
GAUDIL72ISSEL;LIT 400kV N0 2 LA GAUDIERE - ISSEL;GAUDI;ISSEL;400;3150;3392;3392;3590;1,776;18,018;709,282;111,414;97047;
GAUDIL72TAMAR;LIT 400kV N0 2 LA GAUDIERE - TAMAREAU;GAUDI;TAMAR;400;3195;3561;3561;3780;2,036;28,774;1204,252;189,164;70830;
LAUNAL72TAUTE;LIT 400kV N0 2 LAUNAY-TAUTE;LAUNA;TAUTE;400;3255;3600;3600;3780;1,641;21,579;1140,509;179,151;40283;
LONNYL72MASTA;LIT 400kV N0 2 LONNY-MASTAING;LONNY;MASTA;400;2196;2400;2400;2596;2,374;31,112;1641,942;257,916;10831;
LONNYL72MAZUR;LIT 400kV N0 2 LONNY-MAZURES;LONNY;MAZUR;400;3465;3622;3622;3780;0,325;3,339;128,632;20,205;10831;
LONNYL72MOULA;LIT 400kV N0 2 LONNY-MOULAINE;LONNY;MOULA;400;3465;3622;3622;3780;2,259;29,692;1563,395;245,577;118211;
MARMAL72TABAR;LIT 400kV N0 2 MARMAGNE-TABARDERIE;MARMA;TABAR;400;3465;3622;3622;3780;2,791;30,898;980,641;154,039;36000;
MENUEL72TAUTE;LIT 400kV N0 2 MENUEL-TAUTE;MENUE;TAUTE;400;2662;2878;2878;2996;0,729;9,584;506,516;79,563;14300;
