,Code,Nom,S3REnR,Taux d'affection des capacités réservées,X,Y,Puissance des projets en service du S3REnR en cours,Puissance des projets en développement du S3REnR en cours,Capacité d'accueil réservée au titre du S3REnR qui resteàaffecter,Puissance EnR déjé raccordée,Puissance des projets EnR en développement,Capacité réservée aux EnR au titre du S3REnR,Attention: la valeur de la capacité réservée a été modifiée sur ce poste,Quote-Part unitaire actualisée,Attention : Le S3REnR de la région est saturé,dont la convention de raccordement est signée,"Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de transport ","Travaux RTE indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",RTE - Capacité d'accueil en HTB2,RTE - Capacité d'accueil en HTB1,"Capacité d'accueil réservée au titre du S3REnR, restante sans travaux sur le poste source",Puissance cumulée des transformateurs existants,Nombre de transformateurs supplémentaires possible,Nombre de transformateurs existants,Consommation minimale,Tension aval,Tension amont,"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",Puissance en file d'attente,Puissance en file d'attente hors S3REnR majorée de la capacité réservée du S3REnR,Capacité de transformation HTB/HTA restante disponible pour l'injection sur le réseau public de distribution,"Capacité d'accueil réservée au titre du S3REnR, restante sans travaux sur le poste source.1",Puissance cumulée des transformateurs existants.1,Nombre de transformateurs supplémentaires possible.1,Nombre de transformateurs existants.1,Consommation minimale.1,Tension aval.1,Tension amont.1,"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible.1",Puissance en file d'attente.1,Puissance en file d'attente hors S3REnR majorée de la capacité réservée du S3REnR.1,Capacité de transformation HTB/HTA restante disponible pour l'injection sur le réseau public de distribution.1,"Travaux indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible","Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de distribution en HTB",GRDHTB - Capacité d'accueil en HTB2,GRDHTB - Capacité d'accueil en HTB1,ratio_congestion_soutirage,RAM_soutirage,projet_injection,ratio_congestion_injection,RAM_injection,min_RAM
285,BELIE,BELIET,NOUVELLE-AQUITAINE,77%,399572.22,6387246.5,1.3,0.7,12.6,5.4,0.7,14.6,13/06/2023 : -15 MW vers SAUCATS,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,12.6,40.0,,2.0,5.1,16.0,63.0,,0.7,14.6,38.9,,,,,,,,,,,,,,,,63,14.8,20.7,53,18.282999999999998,14.8
286,BELL4,BELLENAVES,AUVERGNE-RHONE-ALPES,41%,706881.56,6566789.0,2.7,19.5,18.7,7.4,19.5,40.9,--,41.11 k€/MW,,0.0,0.0,Sans Objet,0.0, <= 0.0MW,0.0,20.0,,1.0,1.0,16.0,63.0,Ajout d'un transformateur de 36 MVA,19.5,40.9,0.0,,,,,,,,,,,,,,,,25,15.0,67.8,100,0.0,0.0
287,BELLA,BELLAC,NOUVELLE-AQUITAINE,77%,548929.25,6558025.5,19.3,33.9,0.0,14.1,51.6,53.0,26/04/2024 : +2 MW depuis CHATELUS 2 | 04/07/2024 : +2 MW depuis ST GERAUD DE CORPS | 15/10/2024 : +2 MW depuis PAPAULT,89.94 k€/MW,,0.0,0.0,Mise en éuvre d'un systéme de monitoring DLR sur la BELLAC-MAUREIX 90 kV / Création d'une injection 225/90 kV sur le site de SUD VIENNE et création d'une liaison 90 kV entre les postes de SUD VIENNE et LéISLE JOURDAIN,0.0, <= 0.0MW,0.0,108.0,,3.0,4.7,21.0,89.0,Ajout d'un transformateur de 36 MVA,51.6,72.7,47.1,,,,,,,,,,,,,,,,21,85.32000000000001,138.4,100,0.0,0.0
288,BELLE,BELLEY,AUVERGNE-RHONE-ALPES,41%,909369.4,6522391.5,0.7,4.2,13.3,2.8,4.2,18.2,Transfert de -3MW le 29/08/23,41.11 k€/MW,,0.0,17.4,Sans Objet,0.0, > 15.0MW,13.3,56.0,,2.0,5.4,21.0,63.0,,4.2,18.2,54.4,,,,,,,,,,,,,,,,48,29.12,25.2,46,29.376,29.12
289,BELLI,BELLIGNAT,AUVERGNE-RHONE-ALPES,41%,901834.0,6574083.0,0.9,0.5,12.5,1.0,0.6,13.9,--,41.11 k€/MW,,0.0,13.3,Sans Objet,0.0, > 15.0MW,12.5,72.0,,2.0,6.2,21.0,63.0,,3.0,16.4,74.2,,,,,,,,,,,,,,,,43,41.040000000000006,18.0,24,56.392,41.040000000000006
291,BELNE,BELNEUF,CENTRE,91%,621053.9,6757860.5,0.2,1.3,0.0,1.6,1.7,1.5,2024-07-01 : -0.5 MW vers FLEURY-LES-AUBRAIS,62.75 k€/MW,,0.0,1.0,,, > 15.0MW,0.0,108.0,,3.0,11.0,21.0,90.0,,1.7,1.9,115.7,,,,,,,,,,,,,,,,50,54.0,5.199999999999999,4,111.072,54.0
292,BELV5,BELVES,NOUVELLE-AQUITAINE,77%,543904.4,6409219.0,8.2,16.5,0.0,5.7,16.7,23.8,15/02/2024 : +2 MW depuis EXCIDEUIL | 04/07/2024 : +2 MW depuis ST GERAUD DE CORPS | 26/08/2024 : +8 MW depuis HAUTE LANDE,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.0,40.0,,2.0,3.2,21.0,63.0,,17.9,26.2,19.6,,,,,,,,,,,,,,,,40,24.0,48.599999999999994,100,0.0,0.0
293,BENAU,BENAUGE,NOUVELLE-AQUITAINE,77%,419774.75,6421688.0,0.0,0.0,2.0,0.1,0.0,2.0,.,89.94 k€/MW,,0.0,0.0,.,,,0.0,36.0,,1.0,1.7,21.0,62.0,,,2.0,0.0,,,,,,,,,,,,,,,,23,27.72,2.1,100,0.0,0.0
294,BENE5,BENETIERE,PAYS-DE-LA-LOIRE,24%,405616.9,6667075.5,0.4,1.8,25.8,2.2,2.2,28.0,!,45.09 k€/MW,,0.0,28.0,,, > 15.0MW,25.9,72.0,,2.0,4.7,21.0,90.0,,2.2,28.5,72.2,,,,,,,,,,,,,,,,32,48.959999999999994,32.9,45,39.71000000000001,39.71000000000001
295,BENET,BENET,PAYS-DE-LA-LOIRE,24%,422331.34,6593789.0,0.3,2.4,26.3,5.4,3.0,29.0,!,45.09 k€/MW,,0.0,32.0,!,, > 15.0MW,2.6,76.0,,3.0,4.1,21.0,90.0,Création d'un  transformateur 36 MVA et Mutation d'un transformateur de 20 en 36 MVA,4.3,30.8,70.4,,,,,,,,,,,,,,,,26,56.24,39.2,55,31.68,31.68
297,BENOD,BENODET,BRETAGNE,96%,173401.1,6777621.5,0.4,0.2,10.4,1.7,0.3,11.0,"Transfert de +4 MW le 28/03/2019, transfert +6 MW 17/01/24",19.94 k€/MW,,0.0,1.1,,, > 15.0MW,1.4,72.0,,2.0,6.9,21.0,62.0,,0.3,2.0,76.9,,,,,,,,,,,,,,,,47,38.160000000000004,4.0,5,73.055,38.160000000000004
299,BEON ,BEON,BOURGOGNE-FRANCHE-COMTé,61%,870442.44,6669658.5,0.0,1.4,1.6,3.9,1.7,3.0,-,72.71 k€/MW,,0.0,0.0,,0.0, > 15.0MW,1.6,20.0,,1.0,3.1,21.0,63.0,,2.9,4.5,13.6,,,,,,,,,,,,,,,,77,4.6,10.1,74,3.536,3.536
301,BERAT,BERAT,OCCITANIE,35%,554035.8,6255866.0,1.1,17.8,15.1,9.2,31.5,34.0,10/24 : trf +3MW adaptation,81.6 k€/MW,-,0.0,0.0,état initial: augmentation capacité de transit Berat-Portet 63 kV et Travaux Vallée de la Garonne Nord issus de l'adaptation,0.0, <= 0.0MW,12.1,40.0,,2.0,4.5,21.0,63.0,Mutation de 2 transformateurs de 20 en 36 MVA,31.5,47.7,3.7,,,,,,,,,,,,,,,,56,17.599999999999998,88.4,100,0.0,0.0
303,BERG5,BERGERAC,NOUVELLE-AQUITAINE,77%,501306.38,6418356.5,7.2,16.6,1.8,5.7,16.6,25.6,15/07/2024 : +9 MW depuis ST GERAUD DE CORPS | 15/10/2024 : +2 MW depuis MENESPLET,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.8,72.0,,2.0,7.6,16.0,62.0,,19.1,29.1,54.9,,,,,,,,,,,,,,,,52,34.56,51.400000000000006,93,3.8429999999999973,3.8429999999999973
311,BERRE,BERRE,PROVENCE-ALPES-COTE-D'AZUR,17%,878293.94,6268914.0,1.0,9.1,35.9,7.8,13.6,46.0,_,76.07 k€/MW,,0.0,45.3,,, <= 0.0MW,35.9,108.0,,3.0,10.6,20.0,63.0,,13.6,50.5,97.2,,,,,,,,,,,,,,,,49,55.08,71.9,73,26.244000000000003,26.244000000000003
312,BERT5,BERTHOLLET,ILE DE FRANCE,70%,650628.75,6856486.5,0.0,0.0,0.3,0.5,0.0,0.3,,1.83 k€/MW,,0.0,0.3,,0.0, <= 0.0MW,0.3,300.0,,6.0,27.3,13.0,227.0,,0.0,0.3,326.7,,,,,,,,,,,,,,,,45,165.0,0.8,0,326.7,165.0
313,BERTH,BERTHOLENE,OCCITANIE,35%,683842.9,6366180.5,0.3,12.1,17.6,17.3,19.9,30.0,-,81.6 k€/MW,,0.0,9.5,Travaux de réhabilitation de la ligne 63 kV ONETàBERTHOLENE (renforcement),0.0, <= 0.0MW,0.0,72.0,,2.0,2.9,20.0,63.0,Ajout d'un transformateur de 36 MVA,19.9,37.8,37.7,,,,,,,,,,,,,,,,20,57.6,75.0,100,0.0,0.0
314,BERTR,BERTRIC,NOUVELLE-AQUITAINE,77%,493276.56,6470539.5,12.3,12.0,0.0,13.5,12.0,22.5,28/06/2024 : +2 MW depuis ST GERAUD DE CORPS | 06/08/2024 : +2 MW depuis AIRE SUR ADOUR 2,89.94 k€/MW,,0.0,0.0,Augmentation de la capacité de transit de la liaison 63 kV BERTRIC - SANILHAC,0.0, <= 0.0MW,0.0,40.0,,2.0,5.7,21.0,62.0,,12.0,25.2,20.2,,,,,,,,,,,,,,,,71,11.600000000000001,50.7,100,0.0,0.0
315,BESS5,BESSEY,AUVERGNE-RHONE-ALPES,41%,833259.56,6477472.5,0.5,0.9,12.8,2.5,0.9,14.2,Trsf de -1 MW le 30/09/24,41.11 k€/MW,,0.0,10.4,Sans Objet,0.0, de 0.0MW é 15.0MW,0.0,40.0,,2.0,3.0,21.0,63.0,,0.9,14.2,39.6,,,,,,,,,,,,,,,,37,25.2,17.599999999999998,44,22.176000000000002,22.176000000000002
316,BESSA,BESSANGES,NOUVELLE-AQUITAINE,77%,459478.03,6447462.5,3.4,29.6,0.0,7.2,33.6,32.2,07/05/2024 : -8 MW vers COURTILLERE (LA) | 03/05/2024 : -3 MW vers MENESPLET | 25/06/2024 : +9 MW depuis BARBEZIEUX | 25/06/20204 : +9 MW depuis MENESPLET,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,5.2,66.0,,2.0,8.0,16.0,90.0,Mutation d'un transformateur de 30 en 36 MVA,33.6,51.2,33.2,,,,,,,,,,,,,,,,60,26.400000000000002,92.0,100,0.0,0.0
317,BESSE,BESSEGES,OCCITANIE,35%,786894.7,6355240.0,0.0,0.9,45.1,5.0,1.4,46.0,_,81.6 k€/MW,,0.0,41.6,,, <= 0.0MW,13.1,40.0,,2.0,5.2,20.0,63.0,Mutation de 2 transformateurs de 20 en 36 MVA,1.4,46.4,38.9,,,,,,,,,,,,,,,,65,14.0,52.8,100,0.0,0.0
318,BETHI,BETHISY,HAUTS-DE-FRANCE,54%,684984.94,6910842.5,0.1,0.6,0.3,0.8,0.6,1.0,!,75.29 k€/MW,0.0,0.0,0.0,,, > 15.0MW,0.5,72.0,1.0,2.0,2.7,20.0,63.0,0.0,0.6,0.5,73.3,,,,,,,,,,,,,,,,18,59.040000000000006,1.9,2,71.83399999999999,59.040000000000006
319,BETHO,BETHONCOURT,BOURGOGNE-FRANCHE-COMTé,61%,985789.5,6721342.5,0.3,0.0,0.0,0.0,0.0,0.3,Transfert de capacité notifié le 19/07/2024 de -16 MW  et  Notifié le 06/12/2024 : -3.7 MW,72.71 k€/MW,,0.0,0.0,,0.0, > 15.0MW,19.7,50.0,,3.0,3.1,21.0,63.0,,0.0,20.0,52.4,,,,,,,,,,,,,,,,31,34.5,20.0,38,32.488,32.488
321,BETTI,BETTING,GRAND-EST,78%,977602.44,6900020.5,0.0,0.3,5.7,1.3,0.3,6.0,28/12/2023 : -15 MW.,81.82 k€/MW,Non,0.0,5.8,.,0.0, > 15.0MW,20.7,72.0,,2.0,7.2,21.0,62.0,,0.3,21.0,77.6,,,,,,,,,,,,,,,,50,36.0,22.6,29,55.096,36.0
322,BEUVR,BEUVRY,HAUTS-DE-FRANCE,54%,677327.56,7045459.0,0.0,0.5,13.5,1.3,0.5,14.0,!,75.29 k€/MW,0.0,0.0,0.0,,0.0, > 15.0MW,13.4,92.0,,3.0,8.0,15.0,89.0,,1.8,15.2,96.9,,,,,,,,,,,,,,,,43,52.440000000000005,17.0,17,80.427,52.440000000000005
324,BEZ.E,BEZIERS EST,OCCITANIE,35%,721046.0,6250346.0,0.0,1.6,40.4,5.1,1.6,42.0,_,81.6 k€/MW,,0.0,0.0,Mise en service du poste,0.0,,40.4,70.0,,1.0,7.4,21.0,225.0,Création d'un poste source 225/20 kV,1.6,42.0,70.7,,,,,,,,,,,,,,,,52,33.6,48.7,68,22.624,22.624
327,BIACA,BIACAVE,OCCITANIE,35%,461104.66,6245359.5,1.2,7.1,12.7,7.7,20.4,21.0,-,81.6 k€/MW,,0.0,0.0,Travaux de mutation du TR 225/63 kV de BASTILLAC (renforcement),0.0, <= 0.0MW,0.0,32.0,,2.0,4.8,21.0,63.0,Mutation de 2 transformateurs de 16 en 36 MVA,20.4,34.3,8.6,,,,,,,,,,,,,,,,75,8.0,62.39999999999999,100,0.0,0.0
328,BIACH,BIACHE,HAUTS-DE-FRANCE,54%,696124.1,7024170.5,0.3,1.6,2.8,3.6,1.6,4.7,!,75.29 k€/MW,0.0,0.0,0.0,,, > 15.0MW,2.8,72.0,,2.0,8.8,20.0,89.0,,1.6,4.7,75.6,,,,,,,,,,,,,,,,61,28.080000000000002,9.9,13,65.77199999999999,28.080000000000002
330,BIARR,BIARRITZ,NOUVELLE-AQUITAINE,77%,332160.97,6276060.5,0.1,0.3,0.9,0.7,0.3,1.3,.,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.9,36.0,,1.0,4.8,16.0,63.0,,0.3,1.3,39.9,,,,,,,,,,,,,,,,66,12.239999999999998,2.3,5,37.904999999999994,12.239999999999998
331,BIBER,BIBERKIRCH,GRAND-EST,78%,1001810.1,6849039.5,0.0,7.0,0.0,1.4,7.2,7.0,28/12/2023 : -5 MW.. 18/11/2024 : +1.01 MW,81.82 k€/MW,Non,0.0,2.7,.,0.0, > 15.0MW,4.0,36.0,,1.0,2.9,21.0,62.0,,7.2,11.2,30.3,,,,,,,,,,,,,,,,40,21.599999999999998,19.799999999999997,65,10.605,10.605
332,BIGNA,BIGNAN,BRETAGNE,96%,267404.94,6768588.0,4.7,6.8,7.5,5.4,7.0,19.0,"Transfert de +12 MW le 17/10/2016, transfert +9 MW 23/08/21, transfert -3 MW 15/05/22",19.94 k€/MW,,0.0,1.6,,, > 15.0MW,0.5,72.0,,2.0,11.3,20.0,63.0,,7.0,12.2,70.9,,,,,,,,,,,,,,,,78,15.839999999999998,24.6,34,46.794,15.839999999999998
333,BILLA,BILLANCOURT,ILE DE FRANCE,70%,645045.4,6858885.5,0.2,0.0,0.1,0.3,0.0,0.3,,1.83 k€/MW,,0.0,0.1,,0.0, > 15.0MW,0.1,264.0,,8.0,18.0,10.0,63.0,,0.0,0.3,281.8,,,,,,,,,,,,,,,,34,174.23999999999998,0.6,0,281.8,174.23999999999998
335,BIOGE,BIOGE,AUVERGNE-RHONE-ALPES,41%,976588.5,6586847.5,0.1,0.0,7.4,1.1,0.0,7.5,--,41.11 k€/MW,,0.0,7.5,Sans Objet,0.0, > 15.0MW,7.4,20.0,,2.0,2.9,21.0,63.0,,0.0,7.5,21.8,,,,,,,,,,,,,,,,72,5.6000000000000005,8.6,39,13.298,5.6000000000000005
337,BIRON,BIRON,ILE DE FRANCE,70%,627612.94,6827419.5,0.9,0.2,2.1,1.8,1.0,3.2,,1.83 k€/MW,,0.0,3.2,,0.0, > 15.0MW,2.1,108.0,,3.0,10.3,21.0,89.0,,1.0,4.0,115.4,,,,,,,,,,,,,,,,47,57.24,6.8,5,109.63,57.24
340,BISSO,BISSORTE,AUVERGNE-RHONE-ALPES,41%,981342.75,6462290.5,0.0,0.0,12.7,3.0,0.1,12.7,--,41.11 k€/MW,,0.0,1.5,Création d'un automate d'effacement de la production,0.0, <= 0.0MW,1.5,40.0,,2.0,2.8,21.0,63.0,,0.1,1.6,42.5,,,,,,,,,,,,,,,,35,26.0,4.7,11,37.825,26.0
342,BITCH,BITCHE,GRAND-EST,78%,1020179.75,6894318.5,1.3,3.7,0.6,5.1,4.4,5.6,28/12/2023 : -20 MW.. 18/11/2024 : -10.4 MW,81.82 k€/MW,Non,0.0,14.3,.,0.0, > 15.0MW,31.0,56.0,,2.0,3.8,21.0,62.0,,5.7,38.0,49.1,,,,,,,,,,,,,,,,33,37.519999999999996,47.5,96,1.9640000000000017,1.9640000000000017
343,BIZAN,BIZANOS,NOUVELLE-AQUITAINE,77%,427180.1,6249505.0,1.0,7.5,0.1,3.9,7.6,8.6,03/04/2024 : +2 MW depuis MIRAMONT-SENSACQ | 03/04/2024 : +2 MW depuis MIRAMONT-SENSACQ | 03/04/2024 : +2 MW depuis MIRAMONT-SENSACQ,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,6.8,108.0,,3.0,11.8,16.0,63.0,,7.6,15.5,108.2,,,,,,,,,,,,,,,,54,49.67999999999999,27.0,24,82.232,49.67999999999999
344,BIZET,BIZETTE,CENTRE,91%,616318.4,6754291.0,0.2,0.3,0.5,1.4,0.3,1.0,!,62.75 k€/MW,,0.0,0.8,,, > 15.0MW,0.5,72.0,,2.0,8.6,21.0,89.0,,0.3,1.0,78.9,,,,,,,,,,,,,,,,59,29.520000000000003,2.7,3,76.533,29.520000000000003
345,BLAIN,BLAIN,PAYS-DE-LA-LOIRE,24%,342782.1,6718761.5,0.9,7.9,26.2,12.5,9.3,35.0,!,45.09 k€/MW,,0.0,35.0,,, > 15.0MW,26.2,72.0,,2.0,8.5,21.0,62.0,,10.5,37.6,57.4,,,,,,,,,,,,,,,,59,29.520000000000003,59.400000000000006,100,0.0,0.0
346,BLANC,BLANCHARDIERE,PAYS-DE-LA-LOIRE,24%,408594.38,6670107.0,1.1,7.5,38.4,14.3,39.6,47.0,!,45.09 k€/MW,,0.0,55.0,,, > 15.0MW,46.4,108.0,,3.0,12.2,21.0,90.0,,39.6,79.1,66.3,,,,,,,,,,,,,,,,56,47.519999999999996,133.0,100,0.0,0.0
348,BLANZ,BLANZY,BOURGOGNE-FRANCHE-COMTé,61%,807509.8,6624108.0,0.9,2.2,0.9,3.4,2.2,4.0,Transfert de capacité notifié le 19/07/2024 de -11 MW,72.71 k€/MW,,0.0,0.0,,0.0, > 15.0MW,11.9,82.0,,3.0,4.2,20.0,63.0,,6.2,19.0,76.6,,,,,,,,,,,,,,,,25,61.5,24.6,32,52.087999999999994,52.087999999999994
349,BLARI,BLARINGHEM,HAUTS-DE-FRANCE,54%,658207.5,7066122.0,0.0,0.0,45.0,0.0,62.0,45.0,!,75.29 k€/MW,0.0,0.0,0.0,Raccordement d'un transformateur 90/20kV au poste existant de Blaringhem,, > 15.0MW,0.0,36.0,,1.0,0.5,21.0,90.0,,62.0,98.0,36.5,,,,,,,,,,,,,,,,6,33.839999999999996,160.0,100,0.0,0.0
350,BLAVO,BLAVOZY,AUVERGNE-RHONE-ALPES,41%,775832.7,6439662.5,1.0,3.5,12.3,7.0,3.6,16.8,--,41.11 k€/MW,,0.0,15.1,Sans Objet,0.0, <= 0.0MW,12.2,40.0,,2.0,5.2,21.0,63.0,,3.6,16.9,34.6,,,,,,,,,,,,,,,,65,14.0,27.5,79,7.265999999999999,7.265999999999999
351,BLERE,BLERE,CENTRE,91%,546288.25,6691932.5,0.6,27.5,0.0,2.5,27.5,28.0,2024-02-22 : +1 MW depuis CHATILLON (-SUR INDRE) | 2024-04-22 : +1 MW depuis CHATILLON (-SUR INDRE) | 2024-10-01 : +1 MW depuis HENRICHEMONT,62.75 k€/MW,,0.0,0.0,,, > 15.0MW,0.0,56.0,,2.0,5.1,21.0,89.0,,27.5,28.0,31.1,,,,,,,,,,,,,,,,45,30.800000000000004,58.0,100,0.0,0.0
352,BLEVI,BLEVILLE,HAUTE-NORMANDIE,97%,490337.78,6940235.5,0.1,0.5,0.4,1.7,0.5,1.0,,12.40 k€/MW,,0.0,1.0,,0.0, > 15.0MW,0.4,108.0,,3.0,11.0,20.0,90.0,,0.5,1.0,116.8,,,,,,,,,,,,,,,,50,54.0,3.2,2,114.464,54.0
353,BLO.N,BLOIS-NORD,CENTRE,91%,572096.25,6721755.5,0.6,2.2,0.2,3.5,2.2,3.0,2024-02-22 : +1 MW depuis BEAUGENCY | 2024-10-01 : +1 MW depuis HENRICHEMONT,62.75 k€/MW,,0.0,0.0,,, > 15.0MW,0.2,148.0,,5.0,11.7,15.0,89.0,,2.2,3.0,154.0,,,,,,,,,,,,,,,,39,90.28,8.7,5,146.29999999999998,90.28
354,BLOCA,BLOCAUX - GAUVILLE,HAUTS-DE-FRANCE,54%,612283.1,6964339.0,40.6,0.0,0.0,166.79999,103.6,17.5,!,75.29 k€/MW,0.0,0.0,0.0,racco d'un TR  de 80 MVA+travaux au poste de Blocaux 225 kv+adaptation 2: extension jeu de barres + Raccordement d'un 3 e transformateur 2*40 MW+2*1/2 rame,0.0, > 15.0MW,0.5,160.0,,2.0,0.5,21.0,227.0, ,103.6,104.1,160.5,,,,,,,,,,,,,,,,1,158.4,374.49999,100,0.0,0.0
356,BOCAG,BOCAGE,BASSE-NORMANDIE,83%,434772.94,6893911.0,0.9,4.2,0.0,2.6,6.5,5.0,,11.94 k€/MW,,0.0,0.5,,0.0, > 15.0MW,0.0,72.0,,2.0,5.3,21.0,89.0,,6.5,7.2,68.3,,,,,,,,,,,,,,,,36,46.08,16.3,23,52.591,46.08
357,BOCCA,LA BOCCA,PROVENCE-ALPES-COTE-D'AZUR,17%,1019939.9,6280675.5,0.9,0.9,33.2,3.9,0.9,35.0,_,76.07 k€/MW,,0.0,34.5,,0.0, <= 0.0MW,33.2,378.0,,5.0,17.9,21.0,227.0,,0.9,35.0,391.1,,,,,,,,,,,,,,,,23,291.06,39.8,10,351.99,291.06
359,BOE  ,BOE,NOUVELLE-AQUITAINE,77%,513170.06,6344328.0,9.4,15.3,1.3,20.7,18.4,26.0,15/10/2024 : +2 MW depuis HAUTE LANDE,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.0,72.0,,2.0,8.5,16.0,62.0,,22.4,27.1,53.9,,,,,,,,,,,,,,,,59,29.520000000000003,66.19999999999999,100,0.0,0.0
360,BOEGE,BOEGE,AUVERGNE-RHONE-ALPES,41%,963456.7,6573521.5,0.4,0.2,7.2,3.7,0.3,7.8,--,41.11 k€/MW,,0.0,7.8,Sans Objet,0.0, > 15.0MW,7.1,40.0,,2.0,5.6,21.0,63.0,,0.3,7.8,41.6,,,,,,,,,,,,,,,,70,12.000000000000002,11.8,28,29.951999999999998,12.000000000000002
361,BOGNY,BOGNY,GRAND-EST,78%,825878.06,6974921.0,0.1,0.2,0.8,0.3,0.2,1.1,18/11/2024 : -1.4 MW,81.82 k€/MW,Non,0.0,2.5,.,0.0, > 15.0MW,2.2,60.0,,2.0,4.4,16.0,63.0,,1.5,3.7,62.6,,,,,,,,,,,,,,,,36,38.4,4.2,6,58.844,38.4
362,BOHAI,BOHAIN,HAUTS-DE-FRANCE,54%,732902.25,6986922.5,0.1,36.8,0.0,1.7,36.8,3.2,!,75.29 k€/MW,0.0,0.0,0.0,,, <= 0.0MW,2.4,72.0,,2.0,6.9,15.0,63.0,,0.8,3.2,76.4,,,,,,,,,,,,,,,,47,38.160000000000004,41.7,54,35.144,35.144
363,BOIS5,BOISSEUIL,NOUVELLE-AQUITAINE,77%,417041.7,6562378.5,3.0,120.3,45.7,9.6,125.4,169.0,10/07/2024 : +4 MW depuis ARCHINGEAY,89.94 k€/MW,,0.0,0.0,Création BOISSEUIL 225 kV (extension),, <= 0.0MW,0.0,122.0,,4.0,6.2,15.0,90.0,Ajout d'un transformateur de 36 MVA + Mutation d'un transformateur de 30 en 36 MVA,45.4,51.1,73.2,,,,,,,,,,,,,,,,25,91.5,186.1,100,0.0,0.0
368,BONDY,BONDY,ILE DE FRANCE,70%,662567.5,6867743.0,0.2,0.0,1.1,0.8,0.1,1.3,,1.83 k€/MW,,0.0,1.3,,0.0, > 15.0MW,1.1,108.0,,3.0,14.6,16.0,63.0,,0.1,1.4,121.6,,,,,,,,,,,,,,,,67,35.63999999999999,2.3,1,120.384,35.63999999999999
371,BONN7,BONNEVAL,CENTRE,91%,581081.3,6790168.5,2.1,3.1,0.0,6.4,78.1,5.0,2023-08-21 : +1 MW depuis CHATEAUDUN | 2024-02-22 : +2 MW depuis BROU | 2024-06-01 : +1 MW depuis BROU,62.75 k€/MW,,0.0,0.0,Renouvellement des lignes 90kV BONNEVAL-CHAUNAY et MOISY-VENDOME. création d'une 2éme liaison BONNEVAL-CHAUNAY et ajout d'une self au poste 90 kV de BONNEVAL sur le départ CHAUNAY,, <= 0.0MW,0.3,108.0,,3.0,4.2,21.0,89.0,Création d'un transformateur 36 MVA,3.1,5.5,102.7,,,,,,,,,,,,,,,,19,87.48,90.0,87,13.351,13.351
372,BONN8,BONNEVILLE,AUVERGNE-RHONE-ALPES,41%,962131.2,6557667.0,0.3,0.0,7.9,1.2,0.1,8.2,--,41.11 k€/MW,,0.0,8.1,Sans Objet,0.0, > 15.0MW,2.9,20.0,,1.0,3.1,21.0,63.0,,0.1,3.3,21.8,,,,,,,,,,,,,,,,77,4.6,4.6,21,17.222,4.6
373,BONN9,BONNETABLE,PAYS-DE-LA-LOIRE,24%,507736.38,6790333.0,0.4,1.7,81.9,5.0,14.7,84.0,!,45.09 k€/MW,,0.0,84.0,,, > 15.0MW,16.5,36.0,,1.0,3.5,21.0,90.0,,14.7,97.0,19.8,,,,,,,,,,,,,,,,48,18.72,116.7,100,0.0,0.0
374,BONNA,BONNAT,NOUVELLE-AQUITAINE,77%,614974.4,6580213.0,4.1,7.4,0.9,9.2,7.4,12.4,31/03/2022 : +2 MW depuis GUERET | 10/08/2023 : +2 MW depuis LAVAUD | 15/02/2024 : +2 MW depuis LAVAUD | 28/06/2024 : +2 MW depuis MONT-LARRON,89.94 k€/MW,,0.0,0.0,STE FEYREé: Création d'un transformateur 225/90 kV de 170 MVA,0.0, <= 0.0MW,0.0,20.0,,1.0,2.8,21.0,89.0,,7.4,12.4,6.2,,,,,,,,,,,,,,,,70,6.000000000000001,29.0,100,0.0,0.0
375,BONNE,BONNETERRE,AUVERGNE-RHONE-ALPES,41%,846313.44,6520020.5,0.1,0.0,9.8,0.6,0.0,9.9,--,41.11 k€/MW,,0.0,9.9,Sans Objet,0.0, > 15.0MW,9.8,414.0,,6.0,18.5,21.0,227.0,,0.0,9.9,431.9,,,,,,,,,,,,,,,,22,322.92,10.5,2,423.26199999999994,322.92
377,BOOS ,BOOS,HAUTE-NORMANDIE,97%,569481.3,6922429.0,0.2,0.1,0.7,10.2,0.1,1.0,,12.40 k€/MW,,0.0,1.0,,0.0, > 15.0MW,0.7,36.0,,1.0,6.2,21.0,90.0,Création d'un poste source 90/20 kV,0.1,1.0,61.4,,,,,,,,,,,,,,,,86,5.040000000000001,11.299999999999999,18,50.348000000000006,5.040000000000001
